function_name,docstring,function_body,file_path
open_npz_arrays,,"@contextmanager
def open_npz_arrays(path: str, arr_names: Sequence[str]) ->List[NpzArrayReader
    ]:
    if not len(arr_names):
        yield []
        return
    arr_name = arr_names[0]
    with open_array(path, arr_name) as arr_f:
        version = np.lib.format.read_magic(arr_f)
        header = None
        if version == (1, 0):
            header = np.lib.format.read_array_header_1_0(arr_f)
        elif version == (2, 0):
            header = np.lib.format.read_array_header_2_0(arr_f)
        if header is None:
            reader = MemoryNpzArrayReader.load(path, arr_name)
        else:
            shape, fortran, dtype = header
            if fortran or dtype.hasobject:
                reader = MemoryNpzArrayReader.load(path, arr_name)
            else:
                reader = StreamingNpzArrayReader(arr_f, shape, dtype)
        with open_npz_arrays(path, arr_names[1:]) as next_readers:
            yield [reader] + next_readers
",point_e\evals\npz_stream.py
_read_bytes,"Copied from: https://github.com/numpy/numpy/blob/fb215c76967739268de71aa4bda55dd1b062bc2e/numpy/lib/format.py#L788-L886

Read from file-like object until size bytes are read.
Raises ValueError if not EOF is encountered before size bytes are read.
Non-blocking objects only supported if they derive from io objects.
Required as e.g. ZipExtFile in python 2.6 can return less data than
requested.","def _read_bytes(fp, size, error_template='ran out of data'):
    """"""""""""
    data = bytes()
    while True:
        try:
            r = fp.read(size - len(data))
            data += r
            if len(r) == 0 or len(data) == size:
                break
        except io.BlockingIOError:
            pass
    if len(data) != size:
        msg = 'EOF: reading %s, expected %d bytes got %d'
        raise ValueError(msg % (error_template, size, len(data)))
    else:
        return data
",point_e\evals\npz_stream.py
open_array,,"@contextmanager
def open_array(path: str, arr_name: str):
    with open(path, 'rb') as f:
        with zipfile.ZipFile(f, 'r') as zip_f:
            if f'{arr_name}.npy' not in zip_f.namelist():
                raise ValueError(f'missing {arr_name} in npz file')
            with zip_f.open(f'{arr_name}.npy', 'r') as arr_f:
                yield arr_f
",point_e\evals\npz_stream.py
_dict_batch_size,,"def _dict_batch_size(objs: Dict[str, np.ndarray]) ->int:
    return len(next(iter(objs.values())))
",point_e\evals\npz_stream.py
infos_from_first_file,,"@classmethod
def infos_from_first_file(cls, glob_path: str) ->Dict[str, 'NumpyArrayInfo']:
    paths, _ = _npz_paths_and_length(glob_path)
    return cls.infos_from_file(paths[0])
",point_e\evals\npz_stream.py
infos_from_file,Extract the info of every array in an npz file.,"@classmethod
def infos_from_file(cls, npz_path: str) ->Dict[str, 'NumpyArrayInfo']:
    """"""""""""
    if not os.path.exists(npz_path):
        raise FileNotFoundError(f'batch of samples was not found: {npz_path}')
    results = {}
    with open(npz_path, 'rb') as f:
        with zipfile.ZipFile(f, 'r') as zip_f:
            for name in zip_f.namelist():
                if not name.endswith('.npy'):
                    continue
                key_name = name[:-len('.npy')]
                with zip_f.open(name, 'r') as arr_f:
                    version = np.lib.format.read_magic(arr_f)
                    if version == (1, 0):
                        header = np.lib.format.read_array_header_1_0(arr_f)
                    elif version == (2, 0):
                        header = np.lib.format.read_array_header_2_0(arr_f)
                    else:
                        raise ValueError(
                            f'unknown numpy array version: {version}')
                    shape, _, dtype = header
                    results[key_name] = cls(name=key_name, dtype=dtype,
                        shape=shape)
    return results
",point_e\evals\npz_stream.py
elem_shape,,"@property
def elem_shape(self) ->Tuple[int]:
    return self.shape[1:]
",point_e\evals\npz_stream.py
validate,,"def validate(self):
    if self.name in {'R', 'G', 'B'}:
        if len(self.shape) != 2:
            raise ValueError(
                f""expecting exactly 2-D shape for '{self.name}' but got: {self.shape}""
                )
    elif self.name == 'arr_0':
        if len(self.shape) < 2:
            raise ValueError(
                f'expecting at least 2-D shape but got: {self.shape}')
        elif len(self.shape) == 3:
            if not np.issubdtype(self.dtype, np.floating):
                raise ValueError(
                    f'invalid dtype for audio batch: {self.dtype} (expected float)'
                    )
        elif self.dtype != np.uint8:
            raise ValueError(
                f'invalid dtype for image batch: {self.dtype} (expected uint8)'
                )
",point_e\evals\npz_stream.py
__init__,,"def __init__(self, glob_path: str):
    self.paths, self.trunc_length = _npz_paths_and_length(glob_path)
    self.infos = NumpyArrayInfo.infos_from_file(self.paths[0])
",point_e\evals\npz_stream.py
keys,,"def keys(self) ->List[str]:
    return list(self.infos.keys())
",point_e\evals\npz_stream.py
stream,,"def stream(self, batch_size: int, keys: Sequence[str]) ->Iterator[Dict[str,
    np.ndarray]]:
    cur_batch = None
    num_remaining = self.trunc_length
    for path in self.paths:
        if num_remaining is not None and num_remaining <= 0:
            break
        with open_npz_arrays(path, keys) as readers:
            combined_reader = CombinedReader(keys, readers)
            while num_remaining is None or num_remaining > 0:
                read_bs = batch_size
                if cur_batch is not None:
                    read_bs -= _dict_batch_size(cur_batch)
                if num_remaining is not None:
                    read_bs = min(read_bs, num_remaining)
                batch = combined_reader.read_batch(read_bs)
                if batch is None:
                    break
                if num_remaining is not None:
                    num_remaining -= _dict_batch_size(batch)
                if cur_batch is None:
                    cur_batch = batch
                else:
                    cur_batch = {k: np.concatenate([cur_batch[k], v], axis=
                        0) for k, v in batch.items()}
                if _dict_batch_size(cur_batch) == batch_size:
                    yield cur_batch
                    cur_batch = None
    if cur_batch is not None:
        yield cur_batch
",point_e\evals\npz_stream.py
read_batch,,"@abstractmethod
def read_batch(self, batch_size: int) ->Optional[np.ndarray]:
    pass
",point_e\evals\npz_stream.py
__init__,,"def __init__(self, arr_f, shape, dtype):
    self.arr_f = arr_f
    self.shape = shape
    self.dtype = dtype
    self.idx = 0
",point_e\evals\npz_stream.py
read_batch,,"def read_batch(self, batch_size: int) ->Optional[np.ndarray]:
    if self.idx >= self.shape[0]:
        return None
    bs = min(batch_size, self.shape[0] - self.idx)
    self.idx += bs
    if self.dtype.itemsize == 0:
        return np.ndarray([bs, *self.shape[1:]], dtype=self.dtype)
    read_count = bs * np.prod(self.shape[1:])
    read_size = int(read_count * self.dtype.itemsize)
    data = _read_bytes(self.arr_f, read_size, 'array data')
    return np.frombuffer(data, dtype=self.dtype).reshape([bs, *self.shape[1:]])
",point_e\evals\npz_stream.py
__init__,,"def __init__(self, arr):
    self.arr = arr
    self.idx = 0
",point_e\evals\npz_stream.py
load,,"@classmethod
def load(cls, path: str, arr_name: str):
    with open(path, 'rb') as f:
        arr = np.load(f)[arr_name]
    return cls(arr)
",point_e\evals\npz_stream.py
read_batch,,"def read_batch(self, batch_size: int) ->Optional[np.ndarray]:
    if self.idx >= self.arr.shape[0]:
        return None
    res = self.arr[self.idx:self.idx + batch_size]
    self.idx += batch_size
    return res
",point_e\evals\npz_stream.py
__init__,,"def __init__(self, keys: List[str], readers: List[NpzArrayReader]):
    self.keys = keys
    self.readers = readers
",point_e\evals\npz_stream.py
read_batch,,"def read_batch(self, batch_size: int) ->Optional[Dict[str, np.ndarray]]:
    batches = [r.read_batch(batch_size) for r in self.readers]
    any_none = any(x is None for x in batches)
    all_none = all(x is None for x in batches)
    if any_none != all_none:
        raise RuntimeError('different keys had different numbers of elements')
    if any_none:
        return None
    if any(len(x) != len(batches[0]) for x in batches):
        raise RuntimeError('different keys had different numbers of elements')
    return dict(zip(self.keys, batches))
",point_e\evals\npz_stream.py
__init__,,"def __init__(self, num_class, normal_channel=True, width_mult=1):
    super(get_model, self).__init__()
    self.width_mult = width_mult
    in_channel = 6 if normal_channel else 3
    self.normal_channel = normal_channel
    self.sa1 = PointNetSetAbstraction(npoint=512, radius=0.2, nsample=32,
        in_channel=in_channel, mlp=[64 * width_mult, 64 * width_mult, 128 *
        width_mult], group_all=False)
    self.sa2 = PointNetSetAbstraction(npoint=128, radius=0.4, nsample=64,
        in_channel=128 * width_mult + 3, mlp=[128 * width_mult, 128 *
        width_mult, 256 * width_mult], group_all=False)
    self.sa3 = PointNetSetAbstraction(npoint=None, radius=None, nsample=
        None, in_channel=256 * width_mult + 3, mlp=[256 * width_mult, 512 *
        width_mult, 1024 * width_mult], group_all=True)
    self.fc1 = nn.Linear(1024 * width_mult, 512 * width_mult)
    self.bn1 = nn.BatchNorm1d(512 * width_mult)
    self.drop1 = nn.Dropout(0.4)
    self.fc2 = nn.Linear(512 * width_mult, 256 * width_mult)
    self.bn2 = nn.BatchNorm1d(256 * width_mult)
    self.drop2 = nn.Dropout(0.4)
    self.fc3 = nn.Linear(256 * width_mult, num_class)
",point_e\evals\pointnet2_cls_ssg.py
forward,,"def forward(self, xyz, features=False):
    B, _, _ = xyz.shape
    if self.normal_channel:
        norm = xyz[:, 3:, :]
        xyz = xyz[:, :3, :]
    else:
        norm = None
    l1_xyz, l1_points = self.sa1(xyz, norm)
    l2_xyz, l2_points = self.sa2(l1_xyz, l1_points)
    l3_xyz, l3_points = self.sa3(l2_xyz, l2_points)
    x = l3_points.view(B, 1024 * self.width_mult)
    x = self.drop1(F.relu(self.bn1(self.fc1(x))))
    result_features = self.bn2(self.fc2(x))
    x = self.drop2(F.relu(result_features))
    x = self.fc3(x)
    x = F.log_softmax(x, -1)
    if features:
        return x, l3_points, result_features
    else:
        return x, l3_points
",point_e\evals\pointnet2_cls_ssg.py
__init__,,"def __init__(self):
    super(get_loss, self).__init__()
",point_e\evals\pointnet2_cls_ssg.py
forward,,"def forward(self, pred, target, trans_feat):
    total_loss = F.nll_loss(pred, target)
    return total_loss
",point_e\evals\pointnet2_cls_ssg.py
timeit,,"def timeit(tag, t):
    print('{}: {}s'.format(tag, time() - t))
    return time()
",point_e\evals\pointnet2_utils.py
pc_normalize,,"def pc_normalize(pc):
    l = pc.shape[0]
    centroid = np.mean(pc, axis=0)
    pc = pc - centroid
    m = np.max(np.sqrt(np.sum(pc ** 2, axis=1)))
    pc = pc / m
    return pc
",point_e\evals\pointnet2_utils.py
square_distance,"Calculate Euclid distance between each two points.

src^T * dst = xn * xm + yn * ym + zn * zm;
sum(src^2, dim=-1) = xn*xn + yn*yn + zn*zn;
sum(dst^2, dim=-1) = xm*xm + ym*ym + zm*zm;
dist = (xn - xm)^2 + (yn - ym)^2 + (zn - zm)^2
     = sum(src**2,dim=-1)+sum(dst**2,dim=-1)-2*src^T*dst

Input:
    src: source points, [B, N, C]
    dst: target points, [B, M, C]
Output:
    dist: per-point square distance, [B, N, M]","def square_distance(src, dst):
    """"""""""""
    B, N, _ = src.shape
    _, M, _ = dst.shape
    dist = -2 * torch.matmul(src, dst.permute(0, 2, 1))
    dist += torch.sum(src ** 2, -1).view(B, N, 1)
    dist += torch.sum(dst ** 2, -1).view(B, 1, M)
    return dist
",point_e\evals\pointnet2_utils.py
index_points,"Input:
    points: input points data, [B, N, C]
    idx: sample index data, [B, S]
Return:
    new_points:, indexed points data, [B, S, C]","def index_points(points, idx):
    """"""""""""
    device = points.device
    B = points.shape[0]
    view_shape = list(idx.shape)
    view_shape[1:] = [1] * (len(view_shape) - 1)
    repeat_shape = list(idx.shape)
    repeat_shape[0] = 1
    batch_indices = torch.arange(B, dtype=torch.long).to(device).view(
        view_shape).repeat(repeat_shape)
    new_points = points[batch_indices, idx, :]
    return new_points
",point_e\evals\pointnet2_utils.py
farthest_point_sample,"Input:
    xyz: pointcloud data, [B, N, 3]
    npoint: number of samples
Return:
    centroids: sampled pointcloud index, [B, npoint]","def farthest_point_sample(xyz, npoint, deterministic=False):
    """"""""""""
    device = xyz.device
    B, N, C = xyz.shape
    centroids = torch.zeros(B, npoint, dtype=torch.long).to(device)
    distance = torch.ones(B, N).to(device) * 10000000000.0
    if deterministic:
        farthest = torch.arange(0, B, dtype=torch.long).to(device)
    else:
        farthest = torch.randint(0, N, (B,), dtype=torch.long).to(device)
    batch_indices = torch.arange(B, dtype=torch.long).to(device)
    for i in range(npoint):
        centroids[:, i] = farthest
        centroid = xyz[batch_indices, farthest, :].view(B, 1, 3)
        dist = torch.sum((xyz - centroid) ** 2, -1)
        mask = dist < distance
        distance[mask] = dist[mask]
        farthest = torch.max(distance, -1)[1]
    return centroids
",point_e\evals\pointnet2_utils.py
query_ball_point,"Input:
    radius: local region radius
    nsample: max sample number in local region
    xyz: all points, [B, N, 3]
    new_xyz: query points, [B, S, 3]
Return:
    group_idx: grouped points index, [B, S, nsample]","def query_ball_point(radius, nsample, xyz, new_xyz):
    """"""""""""
    device = xyz.device
    B, N, C = xyz.shape
    _, S, _ = new_xyz.shape
    group_idx = torch.arange(N, dtype=torch.long).to(device).view(1, 1, N
        ).repeat([B, S, 1])
    sqrdists = square_distance(new_xyz, xyz)
    group_idx[sqrdists > radius ** 2] = N
    group_idx = group_idx.sort(dim=-1)[0][:, :, :nsample]
    group_first = group_idx[:, :, 0].view(B, S, 1).repeat([1, 1, nsample])
    mask = group_idx == N
    group_idx[mask] = group_first[mask]
    return group_idx
",point_e\evals\pointnet2_utils.py
sample_and_group,"Input:
    npoint:
    radius:
    nsample:
    xyz: input points position data, [B, N, 3]
    points: input points data, [B, N, D]
Return:
    new_xyz: sampled points position data, [B, npoint, nsample, 3]
    new_points: sampled points data, [B, npoint, nsample, 3+D]","def sample_and_group(npoint, radius, nsample, xyz, points, returnfps=False,
    deterministic=False):
    """"""""""""
    B, N, C = xyz.shape
    S = npoint
    fps_idx = farthest_point_sample(xyz, npoint, deterministic=deterministic)
    new_xyz = index_points(xyz, fps_idx)
    idx = query_ball_point(radius, nsample, xyz, new_xyz)
    grouped_xyz = index_points(xyz, idx)
    grouped_xyz_norm = grouped_xyz - new_xyz.view(B, S, 1, C)
    if points is not None:
        grouped_points = index_points(points, idx)
        new_points = torch.cat([grouped_xyz_norm, grouped_points], dim=-1)
    else:
        new_points = grouped_xyz_norm
    if returnfps:
        return new_xyz, new_points, grouped_xyz, fps_idx
    else:
        return new_xyz, new_points
",point_e\evals\pointnet2_utils.py
sample_and_group_all,"Input:
    xyz: input points position data, [B, N, 3]
    points: input points data, [B, N, D]
Return:
    new_xyz: sampled points position data, [B, 1, 3]
    new_points: sampled points data, [B, 1, N, 3+D]","def sample_and_group_all(xyz, points):
    """"""""""""
    device = xyz.device
    B, N, C = xyz.shape
    new_xyz = torch.zeros(B, 1, C).to(device)
    grouped_xyz = xyz.view(B, 1, N, C)
    if points is not None:
        new_points = torch.cat([grouped_xyz, points.view(B, 1, N, -1)], dim=-1)
    else:
        new_points = grouped_xyz
    return new_xyz, new_points
",point_e\evals\pointnet2_utils.py
__init__,,"def __init__(self, npoint, radius, nsample, in_channel, mlp, group_all):
    super(PointNetSetAbstraction, self).__init__()
    self.npoint = npoint
    self.radius = radius
    self.nsample = nsample
    self.mlp_convs = nn.ModuleList()
    self.mlp_bns = nn.ModuleList()
    last_channel = in_channel
    for out_channel in mlp:
        self.mlp_convs.append(nn.Conv2d(last_channel, out_channel, 1))
        self.mlp_bns.append(nn.BatchNorm2d(out_channel))
        last_channel = out_channel
    self.group_all = group_all
",point_e\evals\pointnet2_utils.py
forward,"Input:
    xyz: input points position data, [B, C, N]
    points: input points data, [B, D, N]
Return:
    new_xyz: sampled points position data, [B, C, S]
    new_points_concat: sample points feature data, [B, D', S]","def forward(self, xyz, points):
    """"""""""""
    xyz = xyz.permute(0, 2, 1)
    if points is not None:
        points = points.permute(0, 2, 1)
    if self.group_all:
        new_xyz, new_points = sample_and_group_all(xyz, points)
    else:
        new_xyz, new_points = sample_and_group(self.npoint, self.radius,
            self.nsample, xyz, points, deterministic=not self.training)
    new_points = new_points.permute(0, 3, 2, 1)
    for i, conv in enumerate(self.mlp_convs):
        bn = self.mlp_bns[i]
        new_points = F.relu(bn(conv(new_points)))
    new_points = torch.max(new_points, 2)[0]
    new_xyz = new_xyz.permute(0, 2, 1)
    return new_xyz, new_points
",point_e\evals\pointnet2_utils.py
__init__,,"def __init__(self, npoint, radius_list, nsample_list, in_channel, mlp_list):
    super(PointNetSetAbstractionMsg, self).__init__()
    self.npoint = npoint
    self.radius_list = radius_list
    self.nsample_list = nsample_list
    self.conv_blocks = nn.ModuleList()
    self.bn_blocks = nn.ModuleList()
    for i in range(len(mlp_list)):
        convs = nn.ModuleList()
        bns = nn.ModuleList()
        last_channel = in_channel + 3
        for out_channel in mlp_list[i]:
            convs.append(nn.Conv2d(last_channel, out_channel, 1))
            bns.append(nn.BatchNorm2d(out_channel))
            last_channel = out_channel
        self.conv_blocks.append(convs)
        self.bn_blocks.append(bns)
",point_e\evals\pointnet2_utils.py
forward,"Input:
    xyz: input points position data, [B, C, N]
    points: input points data, [B, D, N]
Return:
    new_xyz: sampled points position data, [B, C, S]
    new_points_concat: sample points feature data, [B, D', S]","def forward(self, xyz, points):
    """"""""""""
    xyz = xyz.permute(0, 2, 1)
    if points is not None:
        points = points.permute(0, 2, 1)
    B, N, C = xyz.shape
    S = self.npoint
    new_xyz = index_points(xyz, farthest_point_sample(xyz, S, deterministic
        =not self.training))
    new_points_list = []
    for i, radius in enumerate(self.radius_list):
        K = self.nsample_list[i]
        group_idx = query_ball_point(radius, K, xyz, new_xyz)
        grouped_xyz = index_points(xyz, group_idx)
        grouped_xyz -= new_xyz.view(B, S, 1, C)
        if points is not None:
            grouped_points = index_points(points, group_idx)
            grouped_points = torch.cat([grouped_points, grouped_xyz], dim=-1)
        else:
            grouped_points = grouped_xyz
        grouped_points = grouped_points.permute(0, 3, 2, 1)
        for j in range(len(self.conv_blocks[i])):
            conv = self.conv_blocks[i][j]
            bn = self.bn_blocks[i][j]
            grouped_points = F.relu(bn(conv(grouped_points)))
        new_points = torch.max(grouped_points, 2)[0]
        new_points_list.append(new_points)
    new_xyz = new_xyz.permute(0, 2, 1)
    new_points_concat = torch.cat(new_points_list, dim=1)
    return new_xyz, new_points_concat
",point_e\evals\pointnet2_utils.py
__init__,,"def __init__(self, in_channel, mlp):
    super(PointNetFeaturePropagation, self).__init__()
    self.mlp_convs = nn.ModuleList()
    self.mlp_bns = nn.ModuleList()
    last_channel = in_channel
    for out_channel in mlp:
        self.mlp_convs.append(nn.Conv1d(last_channel, out_channel, 1))
        self.mlp_bns.append(nn.BatchNorm1d(out_channel))
        last_channel = out_channel
",point_e\evals\pointnet2_utils.py
forward,"Input:
    xyz1: input points position data, [B, C, N]
    xyz2: sampled input points position data, [B, C, S]
    points1: input points data, [B, D, N]
    points2: input points data, [B, D, S]
Return:
    new_points: upsampled points data, [B, D', N]","def forward(self, xyz1, xyz2, points1, points2):
    """"""""""""
    xyz1 = xyz1.permute(0, 2, 1)
    xyz2 = xyz2.permute(0, 2, 1)
    points2 = points2.permute(0, 2, 1)
    B, N, C = xyz1.shape
    _, S, _ = xyz2.shape
    if S == 1:
        interpolated_points = points2.repeat(1, N, 1)
    else:
        dists = square_distance(xyz1, xyz2)
        dists, idx = dists.sort(dim=-1)
        dists, idx = dists[:, :, :3], idx[:, :, :3]
        dist_recip = 1.0 / (dists + 1e-08)
        norm = torch.sum(dist_recip, dim=2, keepdim=True)
        weight = dist_recip / norm
        interpolated_points = torch.sum(index_points(points2, idx) * weight
            .view(B, N, 3, 1), dim=2)
    if points1 is not None:
        points1 = points1.permute(0, 2, 1)
        new_points = torch.cat([points1, interpolated_points], dim=-1)
    else:
        new_points = interpolated_points
    new_points = new_points.permute(0, 2, 1)
    for i, conv in enumerate(self.mlp_convs):
        bn = self.mlp_bns[i]
        new_points = F.relu(bn(conv(new_points)))
    return new_points
",point_e\evals\pointnet2_utils.py
clear_scene,,"def clear_scene():
    bpy.ops.object.select_all(action='SELECT')
    bpy.ops.object.delete()
",point_e\evals\scripts\blender_script.py
clear_lights,,"def clear_lights():
    bpy.ops.object.select_all(action='DESELECT')
    for obj in bpy.context.scene.objects.values():
        if isinstance(obj.data, bpy.types.Light):
            obj.select_set(True)
    bpy.ops.object.delete()
",point_e\evals\scripts\blender_script.py
import_model,,"def import_model(path):
    clear_scene()
    _, ext = os.path.splitext(path)
    ext = ext.lower()
    if ext == '.obj':
        bpy.ops.import_scene.obj(filepath=path)
    elif ext in ['.glb', '.gltf']:
        bpy.ops.import_scene.gltf(filepath=path)
    elif ext == '.stl':
        bpy.ops.import_mesh.stl(filepath=path)
    elif ext == '.fbx':
        bpy.ops.import_scene.fbx(filepath=path)
    elif ext == '.dae':
        bpy.ops.wm.collada_import(filepath=path)
    elif ext == '.ply':
        bpy.ops.import_mesh.ply(filepath=path)
    else:
        raise RuntimeError(f'unexpected extension: {ext}')
",point_e\evals\scripts\blender_script.py
scene_root_objects,,"def scene_root_objects():
    for obj in bpy.context.scene.objects.values():
        if not obj.parent:
            yield obj
",point_e\evals\scripts\blender_script.py
scene_bbox,,"def scene_bbox(single_obj=None, ignore_matrix=False):
    bbox_min = (math.inf,) * 3
    bbox_max = (-math.inf,) * 3
    found = False
    for obj in (scene_meshes() if single_obj is None else [single_obj]):
        found = True
        for coord in obj.bound_box:
            coord = Vector(coord)
            if not ignore_matrix:
                coord = obj.matrix_world @ coord
            bbox_min = tuple(min(x, y) for x, y in zip(bbox_min, coord))
            bbox_max = tuple(max(x, y) for x, y in zip(bbox_max, coord))
    if not found:
        raise RuntimeError('no objects in scene to compute bounding box for')
    return Vector(bbox_min), Vector(bbox_max)
",point_e\evals\scripts\blender_script.py
scene_meshes,,"def scene_meshes():
    for obj in bpy.context.scene.objects.values():
        if isinstance(obj.data, bpy.types.Mesh):
            yield obj
",point_e\evals\scripts\blender_script.py
normalize_scene,,"def normalize_scene():
    bbox_min, bbox_max = scene_bbox()
    scale = 1 / max(bbox_max - bbox_min)
    for obj in scene_root_objects():
        obj.scale = obj.scale * scale
    bpy.context.view_layer.update()
    bbox_min, bbox_max = scene_bbox()
    offset = -(bbox_min + bbox_max) / 2
    for obj in scene_root_objects():
        obj.matrix_world.translation += offset
    bpy.ops.object.select_all(action='DESELECT')
",point_e\evals\scripts\blender_script.py
create_camera,,"def create_camera():
    camera_data = bpy.data.cameras.new(name='Camera')
    camera_object = bpy.data.objects.new('Camera', camera_data)
    bpy.context.scene.collection.objects.link(camera_object)
    bpy.context.scene.camera = camera_object
",point_e\evals\scripts\blender_script.py
set_camera,,"def set_camera(direction, camera_dist=2.0):
    camera_pos = -camera_dist * direction
    bpy.context.scene.camera.location = camera_pos
    rot_quat = direction.to_track_quat('-Z', 'Y')
    bpy.context.scene.camera.rotation_euler = rot_quat.to_euler()
    bpy.context.view_layer.update()
",point_e\evals\scripts\blender_script.py
randomize_camera,,"def randomize_camera(camera_dist=2.0):
    direction = random_unit_vector()
    set_camera(direction, camera_dist=camera_dist)
",point_e\evals\scripts\blender_script.py
pan_camera,,"def pan_camera(time, axis='Z', camera_dist=2.0, elevation=-0.1):
    angle = time * math.pi * 2
    direction = [-math.cos(angle), -math.sin(angle), -elevation]
    assert axis in ['X', 'Y', 'Z']
    if axis == 'X':
        direction = [direction[2], *direction[:2]]
    elif axis == 'Y':
        direction = [direction[0], -elevation, direction[1]]
    direction = Vector(direction).normalized()
    set_camera(direction, camera_dist=camera_dist)
",point_e\evals\scripts\blender_script.py
place_camera,,"def place_camera(time, camera_pose_mode='random', camera_dist_min=2.0,
    camera_dist_max=2.0):
    camera_dist = random.uniform(camera_dist_min, camera_dist_max)
    if camera_pose_mode == 'random':
        randomize_camera(camera_dist=camera_dist)
    elif camera_pose_mode == 'z-circular':
        pan_camera(time, axis='Z', camera_dist=camera_dist)
    elif camera_pose_mode == 'z-circular-elevated':
        pan_camera(time, axis='Z', camera_dist=camera_dist, elevation=
            0.2617993878)
    else:
        raise ValueError(f'Unknown camera pose mode: {camera_pose_mode}')
",point_e\evals\scripts\blender_script.py
create_light,,"def create_light(location, energy=1.0, angle=0.5 * math.pi / 180):
    light_data = bpy.data.lights.new(name='Light', type='SUN')
    light_data.energy = energy
    light_data.angle = angle
    light_object = bpy.data.objects.new(name='Light', object_data=light_data)
    direction = -location
    rot_quat = direction.to_track_quat('-Z', 'Y')
    light_object.rotation_euler = rot_quat.to_euler()
    bpy.context.view_layer.update()
    bpy.context.collection.objects.link(light_object)
    light_object.location = location
",point_e\evals\scripts\blender_script.py
create_random_lights,,"def create_random_lights(count=4, distance=2.0, energy=1.5):
    clear_lights()
    for _ in range(count):
        create_light(random_unit_vector() * distance, energy=energy)
",point_e\evals\scripts\blender_script.py
create_camera_light,,"def create_camera_light():
    clear_lights()
    create_light(bpy.context.scene.camera.location, energy=5.0)
",point_e\evals\scripts\blender_script.py
create_uniform_light,,"def create_uniform_light(backend):
    clear_lights()
    pos = Vector(UNIFORM_LIGHT_DIRECTION)
    angle = 0.0092 if backend == 'CYCLES' else math.pi
    create_light(pos, energy=5.0, angle=angle)
    create_light(-pos, energy=5.0, angle=angle)
",point_e\evals\scripts\blender_script.py
create_vertex_color_shaders,,"def create_vertex_color_shaders():
    for obj in bpy.context.scene.objects.values():
        if not isinstance(obj.data, bpy.types.Mesh):
            continue
        if len(obj.data.materials):
            continue
        color_keys = (obj.data.vertex_colors or {}).keys()
        if not len(color_keys):
            continue
        mat = bpy.data.materials.new(name='VertexColored')
        mat.use_nodes = True
        bsdf_node = None
        for node in mat.node_tree.nodes:
            if node.type == 'BSDF_PRINCIPLED':
                bsdf_node = node
        assert bsdf_node is not None, 'material has no Principled BSDF node to modify'
        socket_map = {}
        for input in bsdf_node.inputs:
            socket_map[input.name] = input
        socket_map['Specular'].default_value = 0.0
        socket_map['Roughness'].default_value = 1.0
        v_color = mat.node_tree.nodes.new('ShaderNodeVertexColor')
        v_color.layer_name = color_keys[0]
        mat.node_tree.links.new(v_color.outputs[0], socket_map['Base Color'])
        obj.data.materials.append(mat)
",point_e\evals\scripts\blender_script.py
create_default_materials,,"def create_default_materials():
    for obj in bpy.context.scene.objects.values():
        if isinstance(obj.data, bpy.types.Mesh):
            if not len(obj.data.materials):
                mat = bpy.data.materials.new(name='DefaultMaterial')
                mat.use_nodes = True
                obj.data.materials.append(mat)
",point_e\evals\scripts\blender_script.py
find_materials,,"def find_materials():
    all_materials = set()
    for obj in bpy.context.scene.objects.values():
        if not isinstance(obj.data, bpy.types.Mesh):
            continue
        for mat in obj.data.materials:
            all_materials.add(mat)
    return all_materials
",point_e\evals\scripts\blender_script.py
get_socket_value,,"def get_socket_value(tree, socket):
    default = socket.default_value
    if not isinstance(default, float):
        default = list(default)
    for link in tree.links:
        if link.to_socket == socket:
            return link.from_socket, default
    return None, default
",point_e\evals\scripts\blender_script.py
clear_socket_input,,"def clear_socket_input(tree, socket):
    for link in list(tree.links):
        if link.to_socket == socket:
            tree.links.remove(link)
",point_e\evals\scripts\blender_script.py
set_socket_value,,"def set_socket_value(tree, socket, socket_and_default):
    clear_socket_input(tree, socket)
    old_source_socket, default = socket_and_default
    if isinstance(default, float) and not isinstance(socket.default_value,
        float):
        socket.default_value = [default] * 3 + [1.0]
    else:
        socket.default_value = default
    if old_source_socket is not None:
        tree.links.new(old_source_socket, socket)
",point_e\evals\scripts\blender_script.py
